0,-19.8,-1.2,157.5
1,-19.8148,-1.19395,158.073
2,-19.8297,-1.18805,158.646
3,-19.8446,-1.1823,159.219
4,-19.8596,-1.1767,159.792
5,-19.8746,-1.17125,160.365
6,-19.8897,-1.16594,160.938
7,-19.9049,-1.16079,161.511
8,-19.9201,-1.1558,162.084
9,-19.9353,-1.15095,162.657
10,-19.9506,-1.14626,163.23
11,-19.9785,-1.13813,164.269
12,-19.9939,-1.1338,164.269
13,-20.0093,-1.12946,164.269
14,-20.0247,-1.12512,164.269
15,-20.0401,-1.12078,164.269
16,-20.0555,-1.11644,164.269
17,-20.0709,-1.11211,164.269
18,-20.0863,-1.10777,164.269
19,-20.1017,-1.10343,164.269
20,-20.1171,-1.09909,164.269
21,-20.1325,-1.09476,164.269
22,-20.1479,-1.09042,164.269
23,-20.1633,-1.08608,164.269
24,-20.1787,-1.08174,164.269
25,-20.1941,-1.0774,164.269
26,-20.2095,-1.07307,164.269
27,-20.2249,-1.06873,164.269
28,-20.2403,-1.06439,164.269
29,-20.2557,-1.06005,164.269
30,-20.2711,-1.05571,164.269
31,-20.2865,-1.05138,164.269
32,-20.3019,-1.04704,164.269
33,-20.3173,-1.0427,164.269
34,-20.3327,-1.03836,164.269
35,-20.3481,-1.03402,164.269
36,-20.3635,-1.02969,164.269
37,-20.3789,-1.02535,164.269
38,-20.3943,-1.02101,164.269
39,-20.4097,-1.01667,164.269
40,-20.4251,-1.01233,164.269
41,-20.4405,-1.008,164.269
42,-20.4559,-1.00366,164.269
43,-20.4713,-0.999321,164.269
44,-20.4867,-0.994983,164.269
45,-20.5021,-0.990645,164.269
46,-20.5175,-0.986307,164.269
47,-20.5329,-0.981969,164.269
48,-20.5483,-0.977631,164.269
49,-20.5637,-0.973293,164.269
50,-20.5791,-0.968955,164.269
51,-20.5945,-0.964618,164.269
52,-20.6099,-0.96028,164.269
53,-20.6253,-0.955942,164.269
54,-20.6407,-0.951604,164.269
55,-20.6561,-0.947266,164.269
56,-20.6715,-0.942928,164.269
57,-20.6869,-0.93859,164.269
58,-20.7023,-0.934252,164.269
59,-20.7177,-0.929914,164.269
60,-20.7331,-0.925576,164.269
61,-20.7485,-0.921238,164.269
62,-20.7639,-0.9169,164.269
63,-20.7793,-0.912562,164.269
64,-20.7947,-0.908225,164.269
65,-20.8101,-0.903887,164.269
66,-20.8255,-0.899549,164.269
67,-20.8409,-0.895211,164.269
68,-20.8563,-0.890873,164.269
69,-20.8717,-0.886535,164.269
70,-20.8871,-0.882197,164.269
71,-20.9025,-0.877859,164.269
72,-20.9179,-0.873521,164.269
73,-20.9333,-0.869183,164.269
74,-20.9487,-0.864845,164.269
75,-20.9662,-0.859927,164.269
76,-20.9816,-0.855666,164.842
77,-20.9971,-0.85156,165.415
78,-21.0126,-0.847608,165.988
79,-21.0281,-0.843812,166.561
80,-21.0437,-0.840171,167.134
81,-21.0593,-0.836687,167.707
82,-21.075,-0.833358,168.28
83,-21.0907,-0.830186,168.853
84,-21.1064,-0.827172,169.426
85,-21.1221,-0.824314,169.999
86,-21.1379,-0.821614,170.572
87,-21.1537,-0.819072,171.145
88,-21.1695,-0.816688,171.718
89,-21.1854,-0.814463,172.29
90,-21.2012,-0.812395,172.863
91,-21.2171,-0.810487,173.436
92,-21.233,-0.808738,174.009
93,-21.2489,-0.807147,174.582
94,-21.2649,-0.805716,175.155
95,-21.2808,-0.804445,175.728
96,-21.2968,-0.803333,176.301
97,-21.3128,-0.802381,176.874
98,-21.3287,-0.801588,177.447
99,-21.3447,-0.800955,178.02
100,-21.3607,-0.800482,178.593
101,-21.3767,-0.80017,179.166
102,-21.4,-0.8,-180
103,-21.4,-0.8,-180
104,-21.416,-0.79992,179.427
105,-21.432,-0.79968,178.854
106,-21.448,-0.79928,178.281
107,-21.464,-0.79872,177.708
108,-21.48,-0.798,177.135
109,-21.4959,-0.797121,176.562
110,-21.5119,-0.796082,175.989
111,-21.5279,-0.794883,175.416
112,-21.5438,-0.793524,174.843
113,-21.5597,-0.792007,174.27
114,-21.5756,-0.79033,173.697
115,-21.5915,-0.788494,173.125
116,-21.6074,-0.786499,172.552
117,-21.6233,-0.784346,171.979
118,-21.6391,-0.782034,171.406
119,-21.6549,-0.779564,170.833
120,-21.6707,-0.776936,170.26
121,-21.6864,-0.77415,169.687
122,-21.7022,-0.771207,169.114
123,-21.7179,-0.768107,168.541
124,-21.7335,-0.764849,167.968
125,-21.7492,-0.761436,167.395
126,-21.7648,-0.757866,166.822
127,-21.7803,-0.754141,166.249
128,-21.7958,-0.75026,165.676
129,-21.8113,-0.746224,165.103
130,-21.8338,-0.740073,164.269
131,-21.8492,-0.735735,164.269
132,-21.8646,-0.731397,164.269
133,-21.88,-0.727059,164.269
134,-21.8954,-0.722721,164.269
135,-21.9108,-0.718383,164.269
136,-21.9262,-0.714045,164.269
137,-21.9416,-0.709707,164.269
138,-21.957,-0.705369,164.269
139,-21.9724,-0.701032,164.269
140,-21.9878,-0.696694,164.269
141,-22.0032,-0.692356,164.269
142,-22.0186,-0.688018,164.269
143,-22.034,-0.68368,164.269
144,-22.0494,-0.679342,164.269
145,-22.0648,-0.675004,164.269
146,-22.0802,-0.670666,164.269
147,-22.0956,-0.666328,164.269
148,-22.111,-0.66199,164.269
149,-22.1264,-0.657652,164.269
150,-22.1418,-0.653314,164.269
151,-22.1572,-0.648976,164.269
152,-22.1726,-0.644639,164.269
153,-22.188,-0.640301,164.269
154,-22.2034,-0.635963,164.269
155,-22.2188,-0.631625,164.269
156,-22.2342,-0.627287,164.269
157,-22.2496,-0.622949,164.269
158,-22.265,-0.618611,164.269
159,-22.2804,-0.614273,164.269
160,-22.2958,-0.609935,164.269
161,-22.3112,-0.605597,164.269
162,-22.3266,-0.601259,164.269
163,-22.342,-0.596921,164.269
164,-22.3574,-0.592583,164.269
165,-22.3728,-0.588246,164.269
166,-22.3882,-0.583908,164.269
167,-22.4036,-0.57957,164.269
