0,600,10,180
1,594,10,180
2,588,10,180
3,582,10,180
4,576,10,180
5,570,10,180
6,564,10,180
7,558,10,180
8,552,10,180
9,546,10,180
10,540,10,180
11,534,10,180
12,528,10,180
13,522,10,180
14,516,10,180
15,510,10,180
16,504,10,180
17,498,10,180
18,492,10,180
19,486,10,180
20,480,10,180
21,474,10,180
22,468,10,180
23,462,10,180
24,456,10,180
25,450,10,180
26,444,10,180
27,438,10,180
28,432,10,180
29,426,10,180
30,420,10,180
31,414,10,180
32,408,10,180
33,402,10,180
34,396,10,180
35,390,10,180
36,384,10,180
37,378,10,180
38,372,10,180
39,366,10,180
40,360,10,180
41,354,10,180
42,348,10,180
43,342,10,180
44,336,10,180
45,330,10,180
46,324,10,180
47,318,10,180
48,312,10,180
49,306,10,180
50,304.6,10.6,135
51,304,12,90
52,304,18,90
53,304,24,90
54,303.4,25.4,135
55,302.8,26.8,90
56,302.2,28.2,135
57,301.6,29.6,90
58,301,31,135
59,300.8,31.4,67.5
60,303.8,37.4,67.5
61,306.8,43.4,67.5
62,309.8,49.4,67.5
63,312.8,55.4,67.5
64,314,57,45
65,314.8,58.2,67.5
66,315.4,60.2,90
67,315.8,61.8,67.5
68,316.4,63.8,90
69,317,65.2,45
70,321.8,70,45
71,326.6,74.8,45
72,331.4,79.6,45
73,336.2,84.4,45
74,341,89.2,45
75,345.8,94,45
76,346.6,95.2,67.5
77,348,96.4,22.5
78,349.2,97.8,67.5
79,352.2,103.8,67.5
80,355.2,109.8,67.5
81,358.2,115.8,67.5
82,361.2,121.8,67.5
83,362.4,123.4,45
84,367.2,128.2,45
85,367.8,129.6,90
86,367.4,131.2,112.5
87,367.2,133,67.5
88,367.8,135,90
89,367.2,136.4,135
90,366.6,137.8,90
91,366,139.2,135
92,365.4,140.6,90
93,364.8,142,135
94,363.4,142.6,180
95,357.4,142.6,180
96,351.4,142.6,180
97,345.4,142.6,180
98,339.4,142.6,180
99,333.4,142.6,180
100,327.4,142.6,180
101,321.4,142.6,180
102,319.8,143,157.5
103,317.8,143.6,180
104,316.2,144,157.5
105,314.2,144.6,180
106,312.6,145,157.5
107,310.6,145.6,180
108,309,145.2,202.5
109,307,144.6,180
110,305.6,145.2,135
111,304.8,146.6,180
112,303.4,147.2,135
113,302.8,148.6,90
114,302.8,154.6,90
115,302.8,160.6,90
116,302.8,166.6,90
117,302.4,168.2,112.5
118,301.8,170.2,90
119,301.2,171.6,135
120,300.4,172.8,112.5
121,299.8,174.8,90
122,299.4,176.4,112.5
123,298.8,178.4,90
124,298.4,180,112.5
125,297.2,181.6,135
126,296.6,183,90
127,296,184.4,135
128,294.6,185,180
129,288.6,185,180
130,282.6,185,180
131,276.6,185,180
132,270.6,185,180
133,264.6,185,180
134,258.6,185,180
135,252.6,185,180
136,246.6,185,180
137,240.6,185,180
138,234.6,185,180
139,228.6,185,180
140,222.6,185,180
141,216.6,185,180
142,210.6,185,180
143,204.6,185,180
144,203,185.4,157.5
145,202.2,185.8,157.5
146,200.4,186,202.5
147,202.4,186.6,180
148,201.8,186.6,180
149,201.2,186.6,180
150,200,187,0
