0,43,10,0
1,75,10,0
2,107,10,0
3,123,10,0
4,131,12,22.5
5,136,17,67.5
6,138,25,90
7,138,41,90
8,135,48,135
9,132,55,90
10,132,87,90
11,132,95,90
12,132,127,90
13,132,159,90
14,134,167,67.5
15,140,182,67.5
16,145,187,22.5
17,153,187,337.5
18,161,185,0
19,193,185,0
20,225,185,0
21,257,185,0
22,289,185,0
23,297,183,337.5
24,302,178,292.5
25,302,170,247.5
26,296,155,247.5
27,296,147,292.5
28,301,142,337.5
29,309,142,22.5
30,317,142,337.5
31,325,142,22.5
32,333,142,337.5
33,341,142,22.5
34,349,142,337.5
35,357,142,22.5
36,365,142,337.5
37,370,137,292.5
38,370,129,247.5
39,358,99,247.5
