0,100,10,0
1,116,10,0
2,124,10,0
3,140,10,0
4,148,10,0
5,164,10,0
6,180,10,0
7,196,10,0
8,212,10,0
9,228,10,0
10,244,10,0
11,260,10,0
12,276,10,0
13,283,13,45
14,293,23,45
15,297,29,67.5
16,309,53,67.5
17,312,59,67.5
18,318,67,45
19,338,87,45
20,348,97,45
21,352,103,67.5
22,364,127,67.5
23,367,137,90
24,364,144,135
25,357,147,180
26,349,145,202.5
27,339,142,180
28,331,144,157.5
29,322,145,202.5
30,312,142,180
31,305,145,135
32,301,151,112.5
33,298,161,90
34,298,177,90
35,295,184,135
36,288,187,180
37,264,187,180
38,240,187,180
39,216,187,180
40,200,187,180
